main_category_id,main_category,subcategory,service,serviceLink,content_file,sub_category_id,service_id
7,"Health, Well Being & Social Service",Social Service,Start Herbal Gardens at School/Dhamma School,https://gic.gov.lk/gic/index.php/en/component/info/?id=953&catid=41&task=info,service_md_7/Start_Herbal_Gardens_at_School_Dhamma_School.md,41,953
7,"Health, Well Being & Social Service",Social Service,Mobile Medical Clinics,https://gic.gov.lk/gic/index.php/en/component/info/?id=921&catid=41&task=info,service_md_7/Mobile_Medical_Clinics.md,41,921
7,"Health, Well Being & Social Service",Social Service,Establishment of a Medical Centre,https://gic.gov.lk/gic/index.php/en/component/info/?id=923&catid=41&task=info,service_md_7/Establishment_of_a_Medical_Centre.md,41,923
7,"Health, Well Being & Social Service",Social Service,Social Development of the Plantation Community,https://gic.gov.lk/gic/index.php/en/component/info/?id=2284&catid=41&task=info,service_md_7/Social_Development_of_the_Plantation_Community.md,41,2284
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Grant approval to set up Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1270&catid=43&task=info,service_md_7/Grant_approval_to_set_up_Investment_Projects.md,43,1270
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Purchase of Herbal Plants,https://gic.gov.lk/gic/index.php/en/component/info/?id=957&catid=43&task=info,service_md_7/Purchase_of_Herbal_Plants.md,43,957
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance","Compensation Payment for Human Deaths, Injuries and Property Loss by Elephants",https://gic.gov.lk/gic/index.php/en/component/info/?id=1098&catid=43&task=info,service_md_7/Compensation_Payment_for_Human_Deaths__Injuries_and_Property_Loss_by_Elephants.md,43,1098
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Causal Relief fund,https://gic.gov.lk/gic/index.php/en/component/info/?id=574&catid=43&task=info,service_md_7/Causal_Relief_fund.md,43,574
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Special Fund,https://gic.gov.lk/gic/index.php/en/component/info/?id=576&catid=43&task=info,service_md_7/Special_Fund.md,43,576
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Assistance to Writers Project,https://gic.gov.lk/gic/index.php/en/component/info/?id=626&catid=43&task=info,service_md_7/Assistance_to_Writers_Project.md,43,626
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Claiming of compensation by owners of all lands acquired,https://gic.gov.lk/gic/index.php/en/component/info/?id=701&catid=43&task=info,service_md_7/Claiming_of_compensation_by_owners_of_all_lands_acquired.md,43,701
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Monthly Assistance to Artiste,https://gic.gov.lk/gic/index.php/en/component/info/?id=628&catid=43&task=info,service_md_7/Monthly_Assistance_to_Artiste.md,43,628
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Obtaining Funds in Case of Emergency,https://gic.gov.lk/gic/index.php/en/component/info/?id=573&catid=43&task=info,service_md_7/Obtaining_Funds_in_Case_of_Emergency.md,43,573
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Obtaining Housing Relief in the Case of Damage Sustained in Disaster,https://gic.gov.lk/gic/index.php/en/component/info/?id=880&catid=43&task=info,service_md_7/Obtaining_Housing_Relief_in_the_Case_of_Damage_Sustained_in_Disaster.md,43,880
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Obtain Kitchen Equipment Subsidy for Broken down Families,https://gic.gov.lk/gic/index.php/en/component/info/?id=877&catid=43&task=info,service_md_7/Obtain_Kitchen_Equipment_Subsidy_for_Broken_down_Families.md,43,877
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Subsidy for Craftsmen’s Tools for Craftsmen Who have Suffer From Disaster,https://gic.gov.lk/gic/index.php/en/component/info/?id=878&catid=43&task=info,service_md_7/Subsidy_for_Craftsmen_s_Tools_for_Craftsmen_Who_have_Suffer_From_Disaster.md,43,878
8,"Agriculture, Livestock & Fisheries",Approval & Registration,Grant approval to set up incentivised Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1269&catid=44&task=info,service_md_8/Grant_approval_to_set_up_incentivised_Investment_Projects.md,44,1269
8,"Agriculture, Livestock & Fisheries",Approval & Registration,Grant approval to set up Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1270&catid=44&task=info,service_md_8/Grant_approval_to_set_up_Investment_Projects.md,44,1270
8,"Agriculture, Livestock & Fisheries",Approval & Registration,SCPPC-Pesticides: Registration of Pesticides,https://gic.gov.lk/gic/index.php/en/component/info/?id=688&catid=44&task=info,service_md_8/SCPPC_Pesticides__Registration_of_Pesticides.md,44,688
8,"Agriculture, Livestock & Fisheries",Approval & Registration,"Registration of Manufacturers of weights, Measures and weighing or Measuring Instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=927&catid=44&task=info,service_md_8/Registration_of_Manufacturers_of_weights__Measures_and_weighing_or_Measuring_Instruments.md,44,927
8,"Agriculture, Livestock & Fisheries",Approval & Registration,"Registration of Sellers of weights, Measures and weighing or Measuring Instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=929&catid=44&task=info,service_md_8/Registration_of_Sellers_of_weights__Measures_and_weighing_or_Measuring_Instruments.md,44,929
8,"Agriculture, Livestock & Fisheries",Approval & Registration,SCPPC-Seed Certification: Registration of seed and planting material handlers,https://gic.gov.lk/gic/index.php/en/component/info/?id=1325&catid=44&task=info,service_md_8/SCPPC_Seed_Certification__Registration_of_seed_and_planting_material_handlers.md,44,1325
8,"Agriculture, Livestock & Fisheries",Approval & Registration,SCPPC-Pesticides: Certification for Pesticides dealers,https://gic.gov.lk/gic/index.php/en/component/info/?id=1327&catid=44&task=info,service_md_8/SCPPC_Pesticides__Certification_for_Pesticides_dealers.md,44,1327
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Permit to fell trees,https://gic.gov.lk/gic/index.php/en/component/info/?id=562&catid=45&task=info,service_md_8/Permit_to_fell_trees.md,45,562
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Obtaining Permits for Transporting Timber,https://gic.gov.lk/gic/index.php/en/component/info/?id=563&catid=45&task=info,service_md_8/Obtaining_Permits_for_Transporting_Timber.md,45,563
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,"Obtaining Transport Permits for Sand Clay, Gravel",https://gic.gov.lk/gic/index.php/en/component/info/?id=1114&catid=45&task=info,service_md_8/Obtaining_Transport_Permits_for_Sand_Clay__Gravel.md,45,1114
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Obtaining Trade Permit for Sand and Exportable Mineral,https://gic.gov.lk/gic/index.php/en/component/info/?id=1113&catid=45&task=info,service_md_8/Obtaining_Trade_Permit_for_Sand_and_Exportable_Mineral.md,45,1113
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Obtaining Permit for Mineral Excavation.,https://gic.gov.lk/gic/index.php/en/component/info/?id=1110&catid=45&task=info,service_md_8/Obtaining_Permit_for_Mineral_Excavation_.md,45,1110
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Obtaining Permit for Mineral Exploration,https://gic.gov.lk/gic/index.php/en/component/info/?id=1111&catid=45&task=info,service_md_8/Obtaining_Permit_for_Mineral_Exploration.md,45,1111
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Obtaining Permits for Export Mineral,https://gic.gov.lk/gic/index.php/en/component/info/?id=1112&catid=45&task=info,service_md_8/Obtaining_Permits_for_Export_Mineral.md,45,1112
8,"Agriculture, Livestock & Fisheries","Subsidies & Assistance for Agriculture, Livestock & Fisheries",Investment Assistance for New Planting/Replanting of  Export Agricultural Crops,https://gic.gov.lk/gic/index.php/en/component/info/?id=826&catid=46&task=info,service_md_8/Investment_Assistance_for_New_Planting_Replanting_of__Export_Agricultural_Crops.md,46,826
8,"Agriculture, Livestock & Fisheries","Subsidies & Assistance for Agriculture, Livestock & Fisheries",Development Assistance to Ginger and Turmeric,https://gic.gov.lk/gic/index.php/en/component/info/?id=830&catid=46&task=info,service_md_8/Development_Assistance_to_Ginger_and_Turmeric.md,46,830
8,"Agriculture, Livestock & Fisheries","Subsidies & Assistance for Agriculture, Livestock & Fisheries",Assistance for Productivity Improvement of Low Productive Export Agricultural Crop Lands,https://gic.gov.lk/gic/index.php/en/component/info/?id=827&catid=46&task=info,service_md_8/Assistance_for_Productivity_Improvement_of_Low_Productive_Export_Agricultural_Crop_Lands.md,46,827
8,"Agriculture, Livestock & Fisheries","Subsidies & Assistance for Agriculture, Livestock & Fisheries",Obtaining Investment Assistance for a Private Processing Unit,https://gic.gov.lk/gic/index.php/en/component/info/?id=1599&catid=46&task=info,service_md_8/Obtaining_Investment_Assistance_for_a_Private_Processing_Unit.md,46,1599
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC-  Sales of Agriculture publications,https://gic.gov.lk/gic/index.php/en/component/info/?id=1348&catid=47&task=info,service_md_8/ICC___Sales_of_Agriculture_publications.md,47,1348
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Bamboo Plants,https://gic.gov.lk/gic/index.php/en/component/info/?id=1209&catid=47&task=info,service_md_8/Bamboo_Plants.md,47,1209
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Plant Quarantine: Issuing phytosanitary certificate on agricultural commodities,https://gic.gov.lk/gic/index.php/en/component/info/?id=1307&catid=47&task=info,service_md_8/SCPPC_Plant_Quarantine__Issuing_phytosanitary_certificate_on_agricultural_commodities.md,47,1307
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI-Horticultural crops:Training Programmes,https://gic.gov.lk/gic/index.php/en/component/info/?id=1263&catid=47&task=info,service_md_8/HORDI_Horticultural_crops_Training_Programmes.md,47,1263
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC-  Duplicating VCD/DVD on agricultural TV programmes broadcasted,https://gic.gov.lk/gic/index.php/en/component/info/?id=1345&catid=47&task=info,service_md_8/ICC___Duplicating_VCD_DVD_on_agricultural_TV_programmes_broadcasted.md,47,1345
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC- Visits to Agriculture Technology Parks in Gannoruwa and Batatha,https://gic.gov.lk/gic/index.php/en/component/info/?id=1342&catid=47&task=info,service_md_8/ICC__Visits_to_Agriculture_Technology_Parks_in_Gannoruwa_and_Batatha.md,47,1342
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI-Horticultural crops: Supply of Horticultural Seed & Planting Material,https://gic.gov.lk/gic/index.php/en/component/info/?id=1262&catid=47&task=info,service_md_8/HORDI_Horticultural_crops__Supply_of_Horticultural_Seed___Planting_Material.md,47,1262
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",land for Agricultural Purposes,https://gic.gov.lk/gic/index.php/en/component/info/?id=1204&catid=47&task=info,service_md_8/land_for_Agricultural_Purposes.md,47,1204
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI-Horticultural crops:Advisory Services to solve farmers problem,https://gic.gov.lk/gic/index.php/en/component/info/?id=1264&catid=47&task=info,service_md_8/HORDI_Horticultural_crops_Advisory_Services_to_solve_farmers_problem.md,47,1264
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Agricultural Development Programme,https://gic.gov.lk/gic/index.php/en/component/info/?id=502&catid=47&task=info,service_md_8/Agricultural_Development_Programme.md,47,502
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC-  Radio programmes in Agriculture,https://gic.gov.lk/gic/index.php/en/component/info/?id=1349&catid=47&task=info,service_md_8/ICC___Radio_programmes_in_Agriculture.md,47,1349
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Seed Certification: Registration of fruit plant nurseries,https://gic.gov.lk/gic/index.php/en/component/info/?id=1321&catid=47&task=info,service_md_8/SCPPC_Seed_Certification__Registration_of_fruit_plant_nurseries.md,47,1321
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Seed Certification: Registration of seed production crops and certification of produced seeds,https://gic.gov.lk/gic/index.php/en/component/info/?id=1320&catid=47&task=info,service_md_8/SCPPC_Seed_Certification__Registration_of_seed_production_crops_and_certification_of_produced_seeds.md,47,1320
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",FCRDI-Field Crops: Providing breeder seeds of OFC,https://gic.gov.lk/gic/index.php/en/component/info/?id=1281&catid=47&task=info,service_md_8/FCRDI_Field_Crops__Providing_breeder_seeds_of_OFC.md,47,1281
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI-Horticultural crops: Analytical services: Soil & Organic manure analysis,https://gic.gov.lk/gic/index.php/en/component/info/?id=1265&catid=47&task=info,service_md_8/HORDI_Horticultural_crops__Analytical_services__Soil___Organic_manure_analysis.md,47,1265
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development","SCPPC:  Issuance of import permits to import plant, planting material and plant products",https://gic.gov.lk/gic/index.php/en/component/info/?id=1284&catid=47&task=info,service_md_8/SCPPC___Issuance_of_import_permits_to_import_plant__planting_material_and_plant_products.md,47,1284
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development","RRDI-Rice: Dissemination of proven technologies on Plant Protection, Agronomy, etc.",https://gic.gov.lk/gic/index.php/en/component/info/?id=1252&catid=47&task=info,service_md_8/RRDI_Rice__Dissemination_of_proven_technologies_on_Plant_Protection__Agronomy__etc_.md,47,1252
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC-  agriculture advisory service,https://gic.gov.lk/gic/index.php/en/component/info/?id=1341&catid=47&task=info,service_md_8/ICC___agriculture_advisory_service.md,47,1341
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Plant Genetic Resources: Providing information on plant genetic resources,https://gic.gov.lk/gic/index.php/en/component/info/?id=1306&catid=47&task=info,service_md_8/SCPPC_Plant_Genetic_Resources__Providing_information_on_plant_genetic_resources.md,47,1306
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Agriculture - Functions and Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=1178&catid=47&task=info,service_md_8/Agriculture___Functions_and_Services.md,47,1178
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",15.Registration of Veterinary pharmaceuticals,https://gic.gov.lk/gic/index.php/en/component/info/?id=1782&catid=47&task=info,service_md_8/15_Registration_of_Veterinary_pharmaceuticals.md,47,1782
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",RRDI-Rice: Providing  field visits and diagnosis of problems of rice cultivation,https://gic.gov.lk/gic/index.php/en/component/info/?id=1259&catid=47&task=info,service_md_8/RRDI_Rice__Providing__field_visits_and_diagnosis_of_problems_of_rice_cultivation.md,47,1259
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI: Agriculture library services,https://gic.gov.lk/gic/index.php/en/component/info/?id=1638&catid=47&task=info,service_md_8/HORDI__Agriculture_library_services.md,47,1638
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC- Providing training on AV teaching aids and presentation technology,https://gic.gov.lk/gic/index.php/en/component/info/?id=1344&catid=47&task=info,service_md_8/ICC__Providing_training_on_AV_teaching_aids_and_presentation_technology.md,47,1344
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Extension &Training: Training on agriculture enterprise development,https://gic.gov.lk/gic/index.php/en/component/info/?id=692&catid=47&task=info,service_md_8/Extension__Training__Training_on_agriculture_enterprise_development.md,47,692
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Providing seed paddy samples,https://gic.gov.lk/gic/index.php/en/component/info/?id=1222&catid=47&task=info,service_md_8/Providing_seed_paddy_samples.md,47,1222
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Seed Certification: Training and awareness programme on quality seed and planting material,https://gic.gov.lk/gic/index.php/en/component/info/?id=1324&catid=47&task=info,service_md_8/SCPPC_Seed_Certification__Training_and_awareness_programme_on_quality_seed_and_planting_material.md,47,1324
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",13.Obtaining recommendations for importation of animal feed/materials,https://gic.gov.lk/gic/index.php/en/component/info/?id=1780&catid=47&task=info,service_md_8/13_Obtaining_recommendations_for_importation_of_animal_feed_materials.md,47,1780
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",RRDI-Rice: Distribution of seed paddy,https://gic.gov.lk/gic/index.php/en/component/info/?id=1258&catid=47&task=info,service_md_8/RRDI_Rice__Distribution_of_seed_paddy.md,47,1258
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI-Horticultural crops: Analytical services: ELISA,https://gic.gov.lk/gic/index.php/en/component/info/?id=1266&catid=47&task=info,service_md_8/HORDI_Horticultural_crops__Analytical_services__ELISA.md,47,1266
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Buying dairy and animal products,https://gic.gov.lk/gic/index.php/en/component/info/?id=816&catid=47&task=info,service_md_8/Buying_dairy_and_animal_products.md,47,816
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Extension &Training: Advisory service for establishing commercial farms,https://gic.gov.lk/gic/index.php/en/component/info/?id=1351&catid=47&task=info,-,47,1351
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",purchase Mahaweli Production,https://gic.gov.lk/gic/index.php/en/component/info/?id=1208&catid=47&task=info,service_md_8/purchase_Mahaweli_Production.md,47,1208
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Obtaining of high breed animals for farmers,https://gic.gov.lk/gic/index.php/en/component/info/?id=815&catid=47&task=info,service_md_8/Obtaining_of_high_breed_animals_for_farmers.md,47,815
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Plant Protection: Introduction of the Bio control agents to control some weeds,https://gic.gov.lk/gic/index.php/en/component/info/?id=1314&catid=47&task=info,service_md_8/SCPPC_Plant_Protection__Introduction_of_the_Bio_control_agents_to_control_some_weeds.md,47,1314
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Seed Certification: Seed testing for locally produced or important seeds,https://gic.gov.lk/gic/index.php/en/component/info/?id=1322&catid=47&task=info,service_md_8/SCPPC_Seed_Certification__Seed_testing_for_locally_produced_or_important_seeds.md,47,1322
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Obtaining of compost and agricultural plants,https://gic.gov.lk/gic/index.php/en/component/info/?id=817&catid=47&task=info,service_md_8/Obtaining_of_compost_and_agricultural_plants.md,47,817
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",RRDI-Rice: Soil testing,https://gic.gov.lk/gic/index.php/en/component/info/?id=1260&catid=47&task=info,service_md_8/RRDI_Rice__Soil_testing.md,47,1260
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",01.Approval for Importation of Domestic and Wild Animals,https://gic.gov.lk/gic/index.php/en/component/info/?id=1768&catid=47&task=info,service_md_8/01_Approval_for_Importation_of_Domestic_and_Wild_Animals.md,47,1768
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",RRDI-Rice: Dissemination of proven technologies and newly improved rice varieties,https://gic.gov.lk/gic/index.php/en/component/info/?id=1254&catid=47&task=info,service_md_8/RRDI_Rice__Dissemination_of_proven_technologies_and_newly_improved_rice_varieties.md,47,1254
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",skilled labour to Entrepreneurs,https://gic.gov.lk/gic/index.php/en/component/info/?id=1206&catid=47&task=info,service_md_8/skilled_labour_to_Entrepreneurs.md,47,1206
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Extension &Training: Conducting Agriculture Exhibitions,https://gic.gov.lk/gic/index.php/en/component/info/?id=1346&catid=47&task=info,service_md_8/Extension__Training__Conducting_Agriculture_Exhibitions.md,47,1346
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Rubber Land Regisration,https://gic.gov.lk/gic/index.php/en/component/info/?id=1893&catid=47&task=info,service_md_8/Rubber_Land_Regisration.md,47,1893
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",14.Providing license to manufacture / import animal feed/ingredients,https://gic.gov.lk/gic/index.php/en/component/info/?id=1781&catid=47&task=info,service_md_8/14_Providing_license_to_manufacture___import_animal_feed_ingredients.md,47,1781
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",16.Registration of Livestock farms (excluding poultry farms),https://gic.gov.lk/gic/index.php/en/component/info/?id=1783&catid=47&task=info,service_md_8/16_Registration_of_Livestock_farms__excluding_poultry_farms_.md,47,1783
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Forward agreement to purchasing farm products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1207&catid=47&task=info,service_md_8/Forward_agreement_to_purchasing_farm_products.md,47,1207
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",02.Approval for Importation of Ornamental Fish and Edible Fish for Aquaculture,https://gic.gov.lk/gic/index.php/en/component/info/?id=1769&catid=47&task=info,service_md_8/02_Approval_for_Importation_of_Ornamental_Fish_and_Edible_Fish_for_Aquaculture.md,47,1769
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",12.Establishment & Registration of poultry abattoir and processing establishments,https://gic.gov.lk/gic/index.php/en/component/info/?id=1779&catid=47&task=info,service_md_8/12_Establishment___Registration_of_poultry_abattoir_and_processing_establishments.md,47,1779
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",03.Approval for importation of meat and meat products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1770&catid=47&task=info,service_md_8/03_Approval_for_importation_of_meat_and_meat_products.md,47,1770
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",10.Approval for importation of feather and other poultry by products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1777&catid=47&task=info,service_md_8/10_Approval_for_importation_of_feather_and_other_poultry_by_products.md,47,1777
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",04.Approval for importation of frozen fish and fish products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1771&catid=47&task=info,service_md_8/04_Approval_for_importation_of_frozen_fish_and_fish_products.md,47,1771
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development","08.Approval for importation of day old poultry, live poultry and other birds",https://gic.gov.lk/gic/index.php/en/component/info/?id=1775&catid=47&task=info,service_md_8/08_Approval_for_importation_of_day_old_poultry__live_poultry_and_other_birds.md,47,1775
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",11.Establishment &Registration of poultry breeder farms and Hatcheries,https://gic.gov.lk/gic/index.php/en/component/info/?id=1778&catid=47&task=info,service_md_8/11_Establishment__Registration_of_poultry_breeder_farms_and_Hatcheries.md,47,1778
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",09.Approval for importation of Poultry meat and Poultry meat products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1776&catid=47&task=info,service_md_8/09_Approval_for_importation_of_Poultry_meat_and_Poultry_meat_products.md,47,1776
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",05.Approval for importation of animal hair,https://gic.gov.lk/gic/index.php/en/component/info/?id=1772&catid=47&task=info,service_md_8/05_Approval_for_importation_of_animal_hair.md,47,1772
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",06.Approval for importation of finished or semi processed leather,https://gic.gov.lk/gic/index.php/en/component/info/?id=1773&catid=47&task=info,service_md_8/06_Approval_for_importation_of_finished_or_semi_processed_leather.md,47,1773
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",07.Approval for importation of Deep frozen animal semen,https://gic.gov.lk/gic/index.php/en/component/info/?id=1774&catid=47&task=info,service_md_8/07_Approval_for_importation_of_Deep_frozen_animal_semen.md,47,1774
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Development of Medium and Large Scale Lands As Commercial Farms,https://gic.gov.lk/gic/index.php/en/component/info/?id=693&catid=47&task=info,service_md_8/Development_of_Medium_and_Large_Scale_Lands_As_Commercial_Farms.md,47,693
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Receiving Advice for Soil Conservation,https://gic.gov.lk/gic/index.php/en/component/info/?id=699&catid=47&task=info,service_md_8/Receiving_Advice_for_Soil_Conservation.md,47,699
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",FCRDI-Field crops: Soil Testing Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=1301&catid=47&task=info,service_md_8/FCRDI_Field_crops__Soil_Testing_Service.md,47,1301
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtain the services of Mahaweli Center,https://gic.gov.lk/gic/index.php/en/component/info/?id=1210&catid=48&task=info,service_md_8/Obtain_the_services_of_Mahaweli_Center.md,48,1210
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Agricultural Education for School Drop-outs,https://gic.gov.lk/gic/index.php/en/component/info/?id=690&catid=48&task=info,service_md_8/Agricultural_Education_for_School_Drop_outs.md,48,690
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Extension &Training: Agriculture extension services in Inter-provincial areas,https://gic.gov.lk/gic/index.php/en/component/info/?id=1350&catid=48&task=info,service_md_8/Extension__Training__Agriculture_extension_services_in_Inter_provincial_areas.md,48,1350
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,FCRDC-Field Crops: Soil Testing Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=1282&catid=48&task=info,service_md_8/FCRDC_Field_Crops__Soil_Testing_Service.md,48,1282
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,FCRDI-Field Crops: Solving field problems related to field crops,https://gic.gov.lk/gic/index.php/en/component/info/?id=1280&catid=48&task=info,service_md_8/FCRDI_Field_Crops__Solving_field_problems_related_to_field_crops.md,48,1280
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtaining a Training Program on Betel Farming,https://gic.gov.lk/gic/index.php/en/component/info/?id=1529&catid=48&task=info,service_md_8/Obtaining_a_Training_Program_on_Betel_Farming.md,48,1529
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtaining a Training Program on Cinnamon Peeling,https://gic.gov.lk/gic/index.php/en/component/info/?id=1562&catid=48&task=info,service_md_8/Obtaining_a_Training_Program_on_Cinnamon_Peeling.md,48,1562
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Post Harvest Practices,https://gic.gov.lk/gic/index.php/en/component/info/?id=828&catid=48&task=info,service_md_8/Post_Harvest_Practices.md,48,828
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Sign Language Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=679&catid=48&task=info,service_md_8/Sign_Language_Service.md,48,679
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Agricultural Education for Public Officers,https://gic.gov.lk/gic/index.php/en/component/info/?id=691&catid=48&task=info,service_md_8/Agricultural_Education_for_Public_Officers.md,48,691
