main_category_id,main_category,subcategory,service,serviceLink
7,"Health, Well Being & Social Service",Child Care,Out patient medical and surgical care for children,https://gic.gov.lk/gic/index.php/en/component/info/?id=1854&catid=40&task=info
7,"Health, Well Being & Social Service",Child Care,Kidney (nephrology) care for children,https://gic.gov.lk/gic/index.php/en/component/info/?id=1797&catid=40&task=info
7,"Health, Well Being & Social Service",Child Care,Rheumatological care for children,https://gic.gov.lk/gic/index.php/en/component/info/?id=1805&catid=40&task=info
7,"Health, Well Being & Social Service",Child Care,Complain About Any Rape Cases or Child Abuse,https://gic.gov.lk/gic/index.php/en/component/info/?id=479&catid=40&task=info
7,"Health, Well Being & Social Service",Child Care,Co-ordinating between the  Provincial  Probation and Probation and Child Care Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=1498&catid=40&task=info
7,"Health, Well Being & Social Service",Child Care,Programme for Schooling  of Non-School Going Children,https://gic.gov.lk/gic/index.php/en/component/info/?id=1530&catid=40&task=info
7,"Health, Well Being & Social Service",Child Care,Programmes for Financial Assistance for Twins and Payment of medical Assistance,https://gic.gov.lk/gic/index.php/en/component/info/?id=1568&catid=40&task=info
7,"Health, Well Being & Social Service",Child Care,Ad Hoc Aids for Child Development / Day Care Centers,https://gic.gov.lk/gic/index.php/en/component/info/?id=991&catid=40&task=info
7,"Health, Well Being & Social Service",Social Service,Medical Assistance for Heart Surgeries,https://gic.gov.lk/gic/index.php/en/component/info/?id=1154&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Medical assistance for kidney transplantation,https://gic.gov.lk/gic/index.php/en/component/info/?id=1641&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Medical assistance for cancer treatment,https://gic.gov.lk/gic/index.php/en/component/info/?id=1611&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Medical assistance for other surgeries and treatment,https://gic.gov.lk/gic/index.php/en/component/info/?id=1642&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Reserve a Circuit Bungalow,https://gic.gov.lk/gic/index.php/en/component/info/?id=1212&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Rehabilitation of Drug Addicts,https://gic.gov.lk/gic/index.php/en/component/info/?id=680&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Obtain the services of Mahaweli Center,https://gic.gov.lk/gic/index.php/en/component/info/?id=1210&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Samurdhi Social Protection Fund,https://gic.gov.lk/gic/index.php/en/component/info/?id=488&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Obtain Samurdhi Stamps,https://gic.gov.lk/gic/index.php/en/component/info/?id=481&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Obtaining Equipment for the Handicapped,https://gic.gov.lk/gic/index.php/en/component/info/?id=572&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Social Development Programme,https://gic.gov.lk/gic/index.php/en/component/info/?id=484&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Elderly and Child Welfare,https://gic.gov.lk/gic/index.php/en/component/info/?id=575&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Obtaining Public Assistance,https://gic.gov.lk/gic/index.php/en/component/info/?id=569&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Samurdhi Lottery Draw,https://gic.gov.lk/gic/index.php/en/component/info/?id=512&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Appeal for Samurdhi relief,https://gic.gov.lk/gic/index.php/en/component/info/?id=590&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Saraswathie Pension Scheme,https://gic.gov.lk/gic/index.php/en/component/info/?id=627&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Obtaining Probation Assistance,https://gic.gov.lk/gic/index.php/en/component/info/?id=571&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Organizing Rural women to establish women societies based on the Gramaseva divisions of the resp,https://gic.gov.lk/gic/index.php/en/component/info/?id=987&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Start Herbal Gardens at School/Dhamma School,https://gic.gov.lk/gic/index.php/en/component/info/?id=953&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Mobile Medical Clinics,https://gic.gov.lk/gic/index.php/en/component/info/?id=921&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Establishment of a Medical Centre,https://gic.gov.lk/gic/index.php/en/component/info/?id=923&catid=41&task=info
7,"Health, Well Being & Social Service",Social Service,Social Development of the Plantation Community,https://gic.gov.lk/gic/index.php/en/component/info/?id=2284&catid=41&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Grant approval to set up Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1270&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Purchase of Herbal Plants,https://gic.gov.lk/gic/index.php/en/component/info/?id=957&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance","Compensation Payment for Human Deaths, Injuries and Property Loss by Elephants",https://gic.gov.lk/gic/index.php/en/component/info/?id=1098&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Causal Relief fund,https://gic.gov.lk/gic/index.php/en/component/info/?id=574&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Special Fund,https://gic.gov.lk/gic/index.php/en/component/info/?id=576&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Assistance to Writers Project,https://gic.gov.lk/gic/index.php/en/component/info/?id=626&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Claiming of compensation by owners of all lands acquired,https://gic.gov.lk/gic/index.php/en/component/info/?id=701&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Monthly Assistance to Artiste,https://gic.gov.lk/gic/index.php/en/component/info/?id=628&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Obtaining Funds in Case of Emergency,https://gic.gov.lk/gic/index.php/en/component/info/?id=573&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Obtaining Housing Relief in the Case of Damage Sustained in Disaster,https://gic.gov.lk/gic/index.php/en/component/info/?id=880&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Obtain Kitchen Equipment Subsidy for Broken down Families,https://gic.gov.lk/gic/index.php/en/component/info/?id=877&catid=43&task=info
7,"Health, Well Being & Social Service","Grants, Subsidies & Other Assistance",Subsidy for Craftsmen’s Tools for Craftsmen Who have Suffer From Disaster,https://gic.gov.lk/gic/index.php/en/component/info/?id=878&catid=43&task=info
8,"Agriculture, Livestock & Fisheries",Approval & Registration,Grant approval to set up incentivised Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1269&catid=44&task=info
8,"Agriculture, Livestock & Fisheries",Approval & Registration,Grant approval to set up Investment Projects,https://gic.gov.lk/gic/index.php/en/component/info/?id=1270&catid=44&task=info
8,"Agriculture, Livestock & Fisheries",Approval & Registration,SCPPC-Pesticides: Registration of Pesticides,https://gic.gov.lk/gic/index.php/en/component/info/?id=688&catid=44&task=info
8,"Agriculture, Livestock & Fisheries",Approval & Registration,"Registration of Manufacturers of weights, Measures and weighing or Measuring Instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=927&catid=44&task=info
8,"Agriculture, Livestock & Fisheries",Approval & Registration,"Registration of Sellers of weights, Measures and weighing or Measuring Instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=929&catid=44&task=info
8,"Agriculture, Livestock & Fisheries",Approval & Registration,SCPPC-Seed Certification: Registration of seed and planting material handlers,https://gic.gov.lk/gic/index.php/en/component/info/?id=1325&catid=44&task=info
8,"Agriculture, Livestock & Fisheries",Approval & Registration,SCPPC-Pesticides: Certification for Pesticides dealers,https://gic.gov.lk/gic/index.php/en/component/info/?id=1327&catid=44&task=info
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Permit to fell trees,https://gic.gov.lk/gic/index.php/en/component/info/?id=562&catid=45&task=info
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Obtaining Permits for Transporting Timber,https://gic.gov.lk/gic/index.php/en/component/info/?id=563&catid=45&task=info
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,"Obtaining Transport Permits for Sand Clay, Gravel",https://gic.gov.lk/gic/index.php/en/component/info/?id=1114&catid=45&task=info
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Obtaining Trade Permit for Sand and Exportable Mineral,https://gic.gov.lk/gic/index.php/en/component/info/?id=1113&catid=45&task=info
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Obtaining Permit for Mineral Excavation.,https://gic.gov.lk/gic/index.php/en/component/info/?id=1110&catid=45&task=info
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Obtaining Permit for Mineral Exploration,https://gic.gov.lk/gic/index.php/en/component/info/?id=1111&catid=45&task=info
8,"Agriculture, Livestock & Fisheries",Permits & Licenses,Obtaining Permits for Export Mineral,https://gic.gov.lk/gic/index.php/en/component/info/?id=1112&catid=45&task=info
8,"Agriculture, Livestock & Fisheries","Subsidies & Assistance for Agriculture, Livestock & Fisheries",Investment Assistance for New Planting/Replanting of  Export Agricultural Crops,https://gic.gov.lk/gic/index.php/en/component/info/?id=826&catid=46&task=info
8,"Agriculture, Livestock & Fisheries","Subsidies & Assistance for Agriculture, Livestock & Fisheries",Development Assistance to Ginger and Turmeric,https://gic.gov.lk/gic/index.php/en/component/info/?id=830&catid=46&task=info
8,"Agriculture, Livestock & Fisheries","Subsidies & Assistance for Agriculture, Livestock & Fisheries",Assistance for Productivity Improvement of Low Productive Export Agricultural Crop Lands,https://gic.gov.lk/gic/index.php/en/component/info/?id=827&catid=46&task=info
8,"Agriculture, Livestock & Fisheries","Subsidies & Assistance for Agriculture, Livestock & Fisheries",Obtaining Investment Assistance for a Private Processing Unit,https://gic.gov.lk/gic/index.php/en/component/info/?id=1599&catid=46&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC-  Sales of Agriculture publications,https://gic.gov.lk/gic/index.php/en/component/info/?id=1348&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Bamboo Plants,https://gic.gov.lk/gic/index.php/en/component/info/?id=1209&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Plant Quarantine: Issuing phytosanitary certificate on agricultural commodities,https://gic.gov.lk/gic/index.php/en/component/info/?id=1307&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI-Horticultural crops:Training Programmes,https://gic.gov.lk/gic/index.php/en/component/info/?id=1263&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC-  Duplicating VCD/DVD on agricultural TV programmes broadcasted,https://gic.gov.lk/gic/index.php/en/component/info/?id=1345&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC- Visits to Agriculture Technology Parks in Gannoruwa and Batatha,https://gic.gov.lk/gic/index.php/en/component/info/?id=1342&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI-Horticultural crops: Supply of Horticultural Seed & Planting Material,https://gic.gov.lk/gic/index.php/en/component/info/?id=1262&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",land for Agricultural Purposes,https://gic.gov.lk/gic/index.php/en/component/info/?id=1204&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI-Horticultural crops:Advisory Services to solve farmers problem,https://gic.gov.lk/gic/index.php/en/component/info/?id=1264&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Agricultural Development Programme,https://gic.gov.lk/gic/index.php/en/component/info/?id=502&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC-  Radio programmes in Agriculture,https://gic.gov.lk/gic/index.php/en/component/info/?id=1349&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Seed Certification: Registration of fruit plant nurseries,https://gic.gov.lk/gic/index.php/en/component/info/?id=1321&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Seed Certification: Registration of seed production crops and certification of produced seeds,https://gic.gov.lk/gic/index.php/en/component/info/?id=1320&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",FCRDI-Field Crops: Providing breeder seeds of OFC,https://gic.gov.lk/gic/index.php/en/component/info/?id=1281&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI-Horticultural crops: Analytical services: Soil & Organic manure analysis,https://gic.gov.lk/gic/index.php/en/component/info/?id=1265&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development","SCPPC:  Issuance of import permits to import plant, planting material and plant products",https://gic.gov.lk/gic/index.php/en/component/info/?id=1284&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development","RRDI-Rice: Dissemination of proven technologies on Plant Protection, Agronomy, etc.",https://gic.gov.lk/gic/index.php/en/component/info/?id=1252&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC-  agriculture advisory service,https://gic.gov.lk/gic/index.php/en/component/info/?id=1341&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Plant Genetic Resources: Providing information on plant genetic resources,https://gic.gov.lk/gic/index.php/en/component/info/?id=1306&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Agriculture - Functions and Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=1178&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",15.Registration of Veterinary pharmaceuticals,https://gic.gov.lk/gic/index.php/en/component/info/?id=1782&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",RRDI-Rice: Providing  field visits and diagnosis of problems of rice cultivation,https://gic.gov.lk/gic/index.php/en/component/info/?id=1259&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI: Agriculture library services,https://gic.gov.lk/gic/index.php/en/component/info/?id=1638&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",ICC- Providing training on AV teaching aids and presentation technology,https://gic.gov.lk/gic/index.php/en/component/info/?id=1344&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Extension &Training: Training on agriculture enterprise development,https://gic.gov.lk/gic/index.php/en/component/info/?id=692&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Providing seed paddy samples,https://gic.gov.lk/gic/index.php/en/component/info/?id=1222&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Seed Certification: Training and awareness programme on quality seed and planting material,https://gic.gov.lk/gic/index.php/en/component/info/?id=1324&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",13.Obtaining recommendations for importation of animal feed/materials,https://gic.gov.lk/gic/index.php/en/component/info/?id=1780&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",RRDI-Rice: Distribution of seed paddy,https://gic.gov.lk/gic/index.php/en/component/info/?id=1258&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",HORDI-Horticultural crops: Analytical services: ELISA,https://gic.gov.lk/gic/index.php/en/component/info/?id=1266&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Buying dairy and animal products,https://gic.gov.lk/gic/index.php/en/component/info/?id=816&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Extension &Training: Advisory service for establishing commercial farms,https://gic.gov.lk/gic/index.php/en/component/info/?id=1351&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",purchase Mahaweli Production,https://gic.gov.lk/gic/index.php/en/component/info/?id=1208&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Obtaining of high breed animals for farmers,https://gic.gov.lk/gic/index.php/en/component/info/?id=815&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Plant Protection: Introduction of the Bio control agents to control some weeds,https://gic.gov.lk/gic/index.php/en/component/info/?id=1314&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",SCPPC-Seed Certification: Seed testing for locally produced or important seeds,https://gic.gov.lk/gic/index.php/en/component/info/?id=1322&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Obtaining of compost and agricultural plants,https://gic.gov.lk/gic/index.php/en/component/info/?id=817&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",RRDI-Rice: Soil testing,https://gic.gov.lk/gic/index.php/en/component/info/?id=1260&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",01.Approval for Importation of Domestic and Wild Animals,https://gic.gov.lk/gic/index.php/en/component/info/?id=1768&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",RRDI-Rice: Dissemination of proven technologies and newly improved rice varieties,https://gic.gov.lk/gic/index.php/en/component/info/?id=1254&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",skilled labour to Entrepreneurs,https://gic.gov.lk/gic/index.php/en/component/info/?id=1206&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Extension &Training: Conducting Agriculture Exhibitions,https://gic.gov.lk/gic/index.php/en/component/info/?id=1346&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Rubber Land Regisration,https://gic.gov.lk/gic/index.php/en/component/info/?id=1893&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",14.Providing license to manufacture / import animal feed/ingredients,https://gic.gov.lk/gic/index.php/en/component/info/?id=1781&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",16.Registration of Livestock farms (excluding poultry farms),https://gic.gov.lk/gic/index.php/en/component/info/?id=1783&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Forward agreement to purchasing farm products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1207&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",02.Approval for Importation of Ornamental Fish and Edible Fish for Aquaculture,https://gic.gov.lk/gic/index.php/en/component/info/?id=1769&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",12.Establishment & Registration of poultry abattoir and processing establishments,https://gic.gov.lk/gic/index.php/en/component/info/?id=1779&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",03.Approval for importation of meat and meat products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1770&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",10.Approval for importation of feather and other poultry by products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1777&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",04.Approval for importation of frozen fish and fish products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1771&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development","08.Approval for importation of day old poultry, live poultry and other birds",https://gic.gov.lk/gic/index.php/en/component/info/?id=1775&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",11.Establishment &Registration of poultry breeder farms and Hatcheries,https://gic.gov.lk/gic/index.php/en/component/info/?id=1778&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",09.Approval for importation of Poultry meat and Poultry meat products,https://gic.gov.lk/gic/index.php/en/component/info/?id=1776&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",05.Approval for importation of animal hair,https://gic.gov.lk/gic/index.php/en/component/info/?id=1772&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",06.Approval for importation of finished or semi processed leather,https://gic.gov.lk/gic/index.php/en/component/info/?id=1773&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",07.Approval for importation of Deep frozen animal semen,https://gic.gov.lk/gic/index.php/en/component/info/?id=1774&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Development of Medium and Large Scale Lands As Commercial Farms,https://gic.gov.lk/gic/index.php/en/component/info/?id=693&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",Receiving Advice for Soil Conservation,https://gic.gov.lk/gic/index.php/en/component/info/?id=699&catid=47&task=info
8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",FCRDI-Field crops: Soil Testing Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=1301&catid=47&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtain the services of Mahaweli Center,https://gic.gov.lk/gic/index.php/en/component/info/?id=1210&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Agricultural Education for School Drop-outs,https://gic.gov.lk/gic/index.php/en/component/info/?id=690&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Extension &Training: Agriculture extension services in Inter-provincial areas,https://gic.gov.lk/gic/index.php/en/component/info/?id=1350&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,FCRDC-Field Crops: Soil Testing Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=1282&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,FCRDI-Field Crops: Solving field problems related to field crops,https://gic.gov.lk/gic/index.php/en/component/info/?id=1280&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtaining a Training Program on Betel Farming,https://gic.gov.lk/gic/index.php/en/component/info/?id=1529&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtaining a Training Program on Cinnamon Peeling,https://gic.gov.lk/gic/index.php/en/component/info/?id=1562&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Post Harvest Practices,https://gic.gov.lk/gic/index.php/en/component/info/?id=828&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Sign Language Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=679&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Agricultural Education for Public Officers,https://gic.gov.lk/gic/index.php/en/component/info/?id=691&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,SCPPC-Plant Protection: Advisory service and treatments for household pest control,https://gic.gov.lk/gic/index.php/en/component/info/?id=1308&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtaing an In-Service Training on EAC,https://gic.gov.lk/gic/index.php/en/component/info/?id=829&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtaining the Plant Protection Service of the Department,https://gic.gov.lk/gic/index.php/en/component/info/?id=1581&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,SCPPC-Pesticides: Awareness/ Training on Safe & effective use/handling of Pesticides,https://gic.gov.lk/gic/index.php/en/component/info/?id=1330&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Conducting National Training Programmes,https://gic.gov.lk/gic/index.php/en/component/info/?id=1514&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Training Programs on Value Addition of EAC,https://gic.gov.lk/gic/index.php/en/component/info/?id=1505&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Solving Farmer Problems of EAC,https://gic.gov.lk/gic/index.php/en/component/info/?id=1504&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Participation in Agriculure Exhibitions,https://gic.gov.lk/gic/index.php/en/component/info/?id=1459&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtaing a Farmer Training Program on EAC,https://gic.gov.lk/gic/index.php/en/component/info/?id=1563&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Fumigation,https://gic.gov.lk/gic/index.php/en/component/info/?id=686&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Mapping Using Geographical Information,https://gic.gov.lk/gic/index.php/en/component/info/?id=697&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtaining Environmental Evaluation Reports,https://gic.gov.lk/gic/index.php/en/component/info/?id=696&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtaining Technical Services on Plant Protection Activities,https://gic.gov.lk/gic/index.php/en/component/info/?id=687&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Soil Surveys,https://gic.gov.lk/gic/index.php/en/component/info/?id=694&catid=48&task=info
8,"Agriculture, Livestock & Fisheries",Training & Extension Services,Obtaining Agro Climate Data,https://gic.gov.lk/gic/index.php/en/component/info/?id=695&catid=48&task=info
9,Citizen's Registrations,Citizenship,"Issuing certificates confirming the citizenship of Indian Origin persons, on their request",https://gic.gov.lk/gic/index.php/en/component/info/?id=396&catid=49&task=info
9,Citizen's Registrations,Citizenship,Obtain of Postal Identity Card,https://gic.gov.lk/gic/index.php/en/component/info/?id=722&catid=49&task=info
9,Citizen's Registrations,Citizenship,Obtaining Residence Visa,https://gic.gov.lk/gic/index.php/en/component/info/?id=406&catid=49&task=info
9,Citizen's Registrations,Citizenship,Apply for Dual Citizenship,https://gic.gov.lk/gic/index.php/en/component/info/?id=391&catid=49&task=info
9,Citizen's Registrations,Citizenship,Births Registration of Sri Lankan Children Born Outside Sri Lanka,https://gic.gov.lk/gic/index.php/en/component/info/?id=392&catid=49&task=info
9,Citizen's Registrations,Birth,Obtain a Certified Copy of the Certificate of Birth,https://gic.gov.lk/gic/index.php/en/component/info/?id=355&catid=50&task=info
9,Citizen's Registrations,Birth,Translate Certificate of Birth,https://gic.gov.lk/gic/index.php/en/component/info/?id=365&catid=50&task=info
9,Citizen's Registrations,Birth,Alteration of Information in a Birth Register,https://gic.gov.lk/gic/index.php/en/component/info/?id=1561&catid=50&task=info
9,Citizen's Registrations,Birth,Make changes in the present birth certificate through divisional secretariat,https://gic.gov.lk/gic/index.php/en/component/info/?id=581&catid=50&task=info
9,Citizen's Registrations,Birth,Copy of birth certificate from divisional secretariat,https://gic.gov.lk/gic/index.php/en/component/info/?id=580&catid=50&task=info
9,Citizen's Registrations,Birth,Adoption of a Child,https://gic.gov.lk/gic/index.php/en/component/info/?id=1604&catid=50&task=info
